방송일자,방송시간,채널구분,단순분,가중분,아이템분류1,아이템분류2,아이템분류3,아이템분류4,아이템분류5,브랜드,상품명,판매가,할인가,프로모션,상품ID,이미지URL,상세링크,MD분류
2026-01-03,03:39~03:59,전체,20,1,가공식품,건강식품,천연건강식품,자연식품,기타 자연식품,미녀의레몬즙,[1일1레몬/최신통관] 미녀의 유기농 레몬즙 12박스 총168포 (20g*14포*12박스),198000,198000,카드 5%,20057460,https://img.shinsegaetvshopping.com/goods/460/20057460_s_20240708103655.jpg,https://www.shinsegaetvshopping.com/display/detail/20057460,건강식품
2026-01-03,03:59~04:19,전체,20,1,가공식품,건강식품,천연건강식품,자연식품,기타 자연식품,김소형,김소형원방 120시간달인 도라지고 스틱 10gX10포X10박스(총 100포),198000,198000,카드 5%,20064365,https://img.shinsegaetvshopping.com/goods/365/20064365_s_20250709112510.jpg,https://www.shinsegaetvshopping.com/display/detail/20064365,건강식품
2026-01-03,04:19~05:20,전체,61,1,뷰티,색조화장품,베이스메이크업,쿠션/팩트/파우더,쿠션팩트,이자녹스,[방송]최신상 이자녹스 듀얼커버 쿠션 (본품2+리필2+퍼프3) ⓝ,39000,39000,,20070622,https://img.shinsegaetvshopping.com/goods/622/20070622_s_20251027135731.jpg,https://www.shinsegaetvshopping.com/display/detail/20070622,뷰티
2026-01-03,05:20~06:20,전체,60,49,가공식품,건강식품,기타 건강식품,기타 건강식품,기타 건강식품,HLB제약 알부민,"(방송에서만)[3박스]HLB제약 알부민 인텐시브 골드 329(30병 X 3박스, 총 90병)",169000,169000,카드 5%,20069257,https://img.shinsegaetvshopping.com/goods/257/20069257_s_20251028164602.jpg,https://www.shinsegaetvshopping.com/display/detail/20069257,건강식품
2026-01-03,06:20~07:20,전체,60,81,생활용품,위생용품,구강위생용품,구강세척기,기타 구강세척기,파나소닉,[방송에서만 이구성이가격] 파나소닉 제트워셔 NEW포터블 무선 구강세정기 1+1SET(DJ11),129000,129000,카드 5%,20039329,https://img.shinsegaetvshopping.com/goods/329/20039329_s_20230919170047.jpg,https://www.shinsegaetvshopping.com/display/detail/20039329,생활용품
2026-01-03,07:20~08:21,전체,61,118,가공식품,건강식품,건강기능식품,건강기능식품,유산균,데이즈온_오한진프리,(방송에서만 50％세일) 데이즈온 원데이올인원 프리바이오틱스 유산균 12개월분 + 10일 무료체험,189000,189000,카드 5%,20067106,https://img.shinsegaetvshopping.com/goods/106/20067106_s_20250429113927.jpg,https://www.shinsegaetvshopping.com/display/detail/20067106,건강식품
2026-01-03,08:21~09:21,전체,60,119,가공식품,건강식품,기타 건강식품,기타 건강식품,기타 건강식품,리즐온,"(방송에서만 60병 더!) 이선민 알부민 골드 2+2, 총 4박스 (총 120병)",258000,258000,카드 5%,20070221,https://img.shinsegaetvshopping.com/goods/221/20070221_l_20251128165655.jpg,https://www.shinsegaetvshopping.com/display/detail/20070221,건강식품
2026-01-03,09:21~11:22,전체,121,179,가공식품,건강식품,천연건강식품,선식,기타 선식,골드카무트,[방송중 반값세일/12개월] 골드 카무트 효소 30포 x 12박스 + 파로 5봉,198000,198000,,20061600,https://img.shinsegaetvshopping.com/goods/600/20061600_s_20260105143644.jpg,https://www.shinsegaetvshopping.com/display/detail/20061600,건강식품
2026-01-03,11:22~12:23,전체,61,94,패션,여성의류,하의,팬츠,정장팬츠/슬랙스,모브온,모브온 25FW 기모 짱짱 팬츠 3종 (25년 최신상!),79900,79900,카드 5%,20068956,https://img.shinsegaetvshopping.com/goods/956/20068956_s_20251028132636.jpg,https://www.shinsegaetvshopping.com/display/detail/20068956,여성의류
2026-01-03,12:23~13:43,전체,80,122,가전/디지털,생활가전,청소기,진공 청소기,무선 진공청소기,보랄,(방송에서만!) 최신! 보랄 초경량 슬림 무선 청소기 (BR-S300VC),149000,149000,카드 5%,20067565,https://img.shinsegaetvshopping.com/goods/565/20067565_s_20250808095714.jpg,https://www.shinsegaetvshopping.com/display/detail/20067565,생활가전
2026-01-03,13:43~14:43,전체,60,68,뷰티,기초화장품,기초케어,크림/젤,크림,센텔리안24,[최대용량] NEW 동국제약 마데카 크림 타이트 리프팅 (크림 50ml*10+여행용5매키트),89910,89910,카드 5%,20070763,https://img.shinsegaetvshopping.com/goods/763/20070763_s_20251230153346.jpg,https://www.shinsegaetvshopping.com/display/detail/20070763,뷰티
2026-01-03,14:43~16:04,전체,81,121,패션,레포츠용품,스포츠슈즈,베이직스포츠,방한화,PONY,여성 포니 (PONY) 천연소가죽 방한부츠,59000,59000,카드 5%,20070212,https://img.shinsegaetvshopping.com/goods/212/20070212_s_20251130173450.jpg,https://www.shinsegaetvshopping.com/display/detail/20070212,레포츠
2026-01-03,16:04~17:24,전체,80,130,가공식품,냉동식품,냉동가공식품,냉동스테이크/떡갈비/섭산적,냉동갈비,조선호텔,조선호텔 양념 LA갈비 400g X 8팩,119900,119900,카드 5%,20060824,https://img.shinsegaetvshopping.com/goods/824/20060824_s_20250401104842.jpg,https://www.shinsegaetvshopping.com/display/detail/20060824,일반식품
2026-01-03,17:24~18:24,IPTV,60,55,무형서비스,여행/예약서비스,여행(상담),국내,국내,허니제주여행사,"[*허니제주]제주도 3박4일, 차귀도/낭만카페,항공+호텔3박+식사7회 199천원 부터",0,0,,20070530,https://img.shinsegaetvshopping.com/goods/530/20070530_l_20251224113326.jpg,https://www.shinsegaetvshopping.com/display/detail/20070530,여행
2026-01-03,17:24~18:24,CATV,60,24,생활용품,세탁용품,세탁세제류,일반세탁세제,세탁세제,퍼실,[방송](단독) 퍼실 New 딥클린 파워 라벤더 2.2L x 4개 + 1.5L x 4팩 + 프릴 1L + 퍼울 1.7L + 미니쇼핑카트 1개 (일반&드럼 겸용),83900,83900,카드 5%,20068550,https://img.shinsegaetvshopping.com/goods/550/20068550_s_20260109143530.jpg,https://www.shinsegaetvshopping.com/display/detail/20068550,생활용품
2026-01-03,18:24~19:25,IPTV,61,59,신선식품,농산물,채소류,고구마,호박고구마,자연마루,안면도 호박고구마 4kg * 2박스 (개당 100-300g내외) / 총 8kg,29900,29900,,20069505,https://img.shinsegaetvshopping.com/goods/505/20069505_s_20251222145230.jpg,https://www.shinsegaetvshopping.com/display/detail/20069505,일반식품
2026-01-03,18:24~19:25,CATV,61,26,가공식품,건강식품,기타 건강식품,기타 건강식품,기타 건강식품,대원제약_알부민,[방송에서만 30병 더] 대원제약 알부민 킹 총 90병,168000,168000,카드 5%,20069082,https://img.shinsegaetvshopping.com/goods/082/20069082_l_20251015164840.jpg,https://www.shinsegaetvshopping.com/display/detail/20069082,건강식품
2026-01-03,19:25~20:25,전체,60,118,패션,레포츠의류,골프의류,아우터,다운/패딩,힐크릭,힐크릭 여성 사가폭스 얼라이드 헤비 구스 다운,329000,329000,카드 5%,20069532,https://img.shinsegaetvshopping.com/goods/532/20069532_s_20251029170822.jpg,https://www.shinsegaetvshopping.com/display/detail/20069532,레포츠
2026-01-03,20:25~21:25,IPTV,60,87,무형서비스,여행/예약서비스,여행(상담),해외(동아시아),해외(동아시아),한진관광,[여행의신세계]한진관광 요나고 소도시 4일! 항공/식사/호텔/관광/No옵션!,0,0,,20070529,https://img.shinsegaetvshopping.com/goods/529/20070529_l_20251229113810.jpg,https://www.shinsegaetvshopping.com/display/detail/20070529,여행
2026-01-03,20:25~21:25,CATV,60,38,스포츠/레저,골프,골프의류,바지,골프바지,밀레골프,25FW] 밀레골프 남성  패딩팬츠  2종세트,99000,99000,카드 5%,20070083,https://img.shinsegaetvshopping.com/goods/083/20070083_l_20251120164535.jpg,https://www.shinsegaetvshopping.com/display/detail/20070083,레포츠
2026-01-03,21:25~22:26,전체,61,129,패션,유니섹스,아우터,점퍼,집업점퍼,카파,25FW] 로베디카파 웰론 패딩 1종 (선기획 초특가),59900,59900,카드 5%,20070644,https://img.shinsegaetvshopping.com/goods/644/20070644_l_20251203155416.jpg,https://www.shinsegaetvshopping.com/display/detail/20070644,캐쥬얼남성
2026-01-03,22:26~23:26,전체,60,108,뷰티,색조화장품,포인트메이크업,립메이크업,립스틱,철벽녀,[방송에서만]뷰티피플 철벽녀 오브제볼류머 립스틱 패키지 (5가지 컬러+트위드파우치),69900,69900,카드 5%,20070029,https://img.shinsegaetvshopping.com/goods/029/20070029_s_20251118142209.jpg,https://www.shinsegaetvshopping.com/display/detail/20070029,뷰티
2026-01-03,23:26~00:27,전체,61,54,생활용품,생활용품,생활잡화류,옷걸이/벽걸이,기타 옷걸이/벽걸이,이즈미,[판매1등] 이즈미 프리미엄 보풀 제거기 IKL-810,84000,84000,카드 5%,20069574,https://img.shinsegaetvshopping.com/goods/574/20069574_s_20201106150257.jpg,https://www.shinsegaetvshopping.com/display/detail/20069574,생활용품
2026-01-04,00:27~01:27,전체,60,29,뷰티,색조화장품,베이스메이크업,쿠션/팩트/파우더,에센스팩트,닥터3,[단독] 닥터3 로즈 버건디 팩트 (본품10g*2개 + 리필10g*3개 + 글로우 립밤 3.5g*1개),58900,58900,카드 5%,20069106,https://img.shinsegaetvshopping.com/goods/106/20069106_s_20251104095542.jpg,https://www.shinsegaetvshopping.com/display/detail/20069106,뷰티
2026-01-04,01:27~01:38,전체,11,1,가공식품,조미료,장류,낫토,식사용낫토,참좋은콩,맑은물에 김석원 낫또 45.5g x 34개,32900,32900,,10193559,https://img.shinsegaetvshopping.com/goods/559/10193559_s_20200429132104.jpg,https://www.shinsegaetvshopping.com/display/detail/10193559,일반식품
2026-01-04,01:38~02:38,전체,60,1,뷰티,색조화장품,포인트메이크업,립메이크업,립스틱,철벽녀,[방송]뷰티피플 철벽녀 오브제볼류머 립스틱 패키지 (5가지 컬러+트위드파우치)ⓝ,69900,69900,카드 5%,20070500,https://img.shinsegaetvshopping.com/goods/500/20070500_s_20251118142209.jpg,https://www.shinsegaetvshopping.com/display/detail/20070500,뷰티
2026-01-04,02:38~03:39,전체,61,1,패션잡화,언더웨어,여성,내복,세트,여유,여유(yeoyoo) 모달 웜기모 동내의 2세트(여성),39900,39900,,20068821,https://img.shinsegaetvshopping.com/goods/821/20068821_s_20251219091312.jpg,https://www.shinsegaetvshopping.com/display/detail/20068821,PB
2026-01-04,03:39~03:59,전체,20,1,가공식품,건강식품,천연건강식품,선식,기타 선식,골드카무트,[상시/10개월] 골드 카무트 효소 30포 x 10박스,350000,350000,카드 5%,20069222,https://img.shinsegaetvshopping.com/goods/222/20069222_s_20251030114524.jpg,https://www.shinsegaetvshopping.com/display/detail/20069222,건강식품
2026-01-04,03:59~04:19,전체,20,1,가공식품,건강식품,천연건강식품,선식,기타 선식,골드카무트,[상시/12개월] 골드 카무트 효소 30포 x 12박스,396000,396000,카드 5%,20061589,https://img.shinsegaetvshopping.com/goods/589/20061589_s_20251121110822.jpg,https://www.shinsegaetvshopping.com/display/detail/20061589,건강식품
2026-01-04,04:19~05:20,전체,61,1,가공식품,건강식품,천연건강식품,자연식품,기타 자연식품,미녀의석류콜라겐,[유지인pick] 미녀의 콜라겐 양태반 360포 (2.5g x 30포 x 12Box)(직),99000,99000,,20064902,https://img.shinsegaetvshopping.com/goods/902/20064902_s_20231005142020.jpg,https://www.shinsegaetvshopping.com/display/detail/20064902,건강식품
2026-01-04,05:20~06:20,전체,60,51,패션,레포츠의류,골프의류,하의,팬츠,슈페리어,슈페리어 25FW 남성 패딩 하이브리드 팬츠 2종,109000,109000,카드 5%,20069847,https://img.shinsegaetvshopping.com/goods/847/20069847_s_20251111164443.jpg,https://www.shinsegaetvshopping.com/display/detail/20069847,레포츠
2026-01-04,06:20~07:20,전체,60,85,가공식품,건강식품,기타 건강식품,기타 건강식품,기타 건강식품,비어랩,(방송에서만 30％ 세일) 비어랩 맥주효모 비오틴 플러스 18박스 (36주분),179200,179200,카드 5%,20068792,https://img.shinsegaetvshopping.com/goods/792/20068792_l_20250929161605.jpg,https://www.shinsegaetvshopping.com/display/detail/20068792,건강식품
2026-01-04,07:20~08:21,전체,61,122,뷰티,기초화장품,기초케어,크림/젤,크림,마미케어,[최대용량찬스] 마미케어 율무영양크림 기본세트 (크림 50g*4개+상품평 시 15g),59900,59900,카드 5%,20068484,https://img.shinsegaetvshopping.com/goods/484/20068484_s_20251125152604.jpg,https://www.shinsegaetvshopping.com/display/detail/20068484,뷰티
2026-01-04,08:21~09:21,전체,60,122,패션,레포츠의류,골프의류,아우터,다운/패딩,힐크릭,힐크릭 여성 사가폭스 얼라이드 헤비 구스 다운,329000,329000,카드 5%,20069532,https://img.shinsegaetvshopping.com/goods/532/20069532_s_20251029170822.jpg,https://www.shinsegaetvshopping.com/display/detail/20069532,레포츠
2026-01-04,09:21~10:21,전체,60,121,가공식품,건강식품,건강기능식품,건강기능식품,콜라겐,에버콜라겐_인앤업,(방송에서만 구미콜라겐 6봉 더!)[76주분]에버콜라겐 레티놀A (56정X19병)[1],599000,599000,카드 5%,20069269,https://img.shinsegaetvshopping.com/goods/269/20069269_s_20251021151001.jpg,https://www.shinsegaetvshopping.com/display/detail/20069269,건강식품
2026-01-04,10:21~11:22,전체,61,120,뷰티,색조화장품,베이스메이크업,쿠션/팩트/파우더,쿠션팩트,도미나스,방송에서만) 태극제약 도미나스 트라넥삼산 기미쿠션 시즌2  본품2 + 리필4 (총 6개용량)+ 아이크림 1개,89000,89000,,20068386,https://img.shinsegaetvshopping.com/goods/386/20068386_s_20250922122614.jpg,https://www.shinsegaetvshopping.com/display/detail/20068386,뷰티
2026-01-04,11:22~12:22,전체,60,97,뷰티,기초화장품,기초케어,크림/젤,크림,닥터3,[단독! 방송에서만 이 가격!] 닥터3 리프테놀 크림 25ml X 6개,69900,69900,카드 5%,20069357,https://img.shinsegaetvshopping.com/goods/357/20069357_s_20251023113924.jpg,https://www.shinsegaetvshopping.com/display/detail/20069357,뷰티
2026-01-04,12:22~13:22,전체,60,90,가공식품,축산가공식품,조미육가공,떡갈비,한우떡갈비,최현석 셰프,[방송에서만] 최현석 횡성축협한우 한돈한우 직화스테이크 160g*21팩(총 42장) [직],59900,59900,카드 5%,20070090,https://img.shinsegaetvshopping.com/goods/090/20070090_s_20250826133348.jpg,https://www.shinsegaetvshopping.com/display/detail/20070090,일반식품
2026-01-04,13:22~14:23,전체,61,96,패션,여성의류,아우터,점퍼,다운/패딩,지베르니,25FW 최신상 ! 지베르니 리버시블 퍼패딩 점퍼,39900,39900,,20070461,https://img.shinsegaetvshopping.com/goods/461/20070461_l_20251229134933.jpg,https://www.shinsegaetvshopping.com/display/detail/20070461,여성의류
2026-01-04,14:23~15:23,전체,60,94,패션,여성의류,상의,니트,긴팔,브이컷,"[런칭가59,900원→1만원↓]브이컷 매직텐션 홀가먼트 니트 3종",49900,49900,,20067323,https://img.shinsegaetvshopping.com/goods/323/20067323_s_20251125160950.jpg,https://www.shinsegaetvshopping.com/display/detail/20067323,여성의류
2026-01-04,15:23~16:23,전체,60,95,뷰티,색조화장품,포인트메이크업,립메이크업,립틴트,밀크터치,*영뷰티패키지* 밀크터치 블랙 립타투 세트 (색상별 본품5+립글로우),69900,69900,카드 5%,20070326,https://img.shinsegaetvshopping.com/goods/326/20070326_s_20251203171234.jpg,https://www.shinsegaetvshopping.com/display/detail/20070326,뷰티
2026-01-04,16:23~17:24,전체,61,101,패션,여성의류,하의,팬츠,캐주얼팬츠,펠틱스,25FW 펠틱스 웜플렉스  패딩 기모 팬츠 3종 여성,49900,49900,,20069388,https://img.shinsegaetvshopping.com/goods/388/20069388_l_20251029081859.jpg,https://www.shinsegaetvshopping.com/display/detail/20069388,여성의류
2026-01-04,17:24~18:24,IPTV,60,60,가전/디지털,생활가전,이미용가전,면도기/제모기,남성용 면도기,필립스코리아,[반값 SALE] 필립스 이지프로 전기면도기 S2883/00,105000,105000,카드 5%,20067280,https://img.shinsegaetvshopping.com/goods/280/20067280_l_20250801155210.jpg,https://www.shinsegaetvshopping.com/display/detail/20067280,생활가전
2026-01-04,17:24~18:24,CATV,60,26,가구/인테리어,침구세트,이불베개세트,킹이불패드세트,킹이불패드세트,더플레오,더플레오 코지 니트극세사 베딩세트 (SK),69900,69900,카드 5%,20069130,https://img.shinsegaetvshopping.com/goods/130/20069130_s_20231107095421.jpg,https://www.shinsegaetvshopping.com/display/detail/20069130,침구
2026-01-04,18:24~19:24,전체,60,95,패션,여성의류,하의,팬츠,캐주얼팬츠,라이프먼츠,25FW 라이프먼츠 여성 웨이스트프리 씬패딩 팬츠 3종,79800,79800,카드 5%,20069560,https://img.shinsegaetvshopping.com/goods/560/20069560_s_20251103110401.jpg,https://www.shinsegaetvshopping.com/display/detail/20069560,여성의류
2026-01-04,19:24~20:25,전체,61,126,무형서비스,여행/예약서비스,여행(상담),해외(동남아시아),해외(동남아시아),여기어때컴퍼니,[여행의신세계]여기어때 세부vs보홀 특집전,0,0,,20070512,https://img.shinsegaetvshopping.com/goods/512/20070512_l_20251223145013.jpg,https://www.shinsegaetvshopping.com/display/detail/20070512,여행
2026-01-04,20:25~21:25,전체,60,101,뷰티,기초화장품,마스크/팩,마스크,겔마스크팩,리브이셀,[조윤주 패키지][35회 관리] 리브이셀 콜라겐 투명 랩핑 마스크 30g x 총 35매 (총 7박스) 최저가 패키지,139000,139000,카드 5%,20058024,https://img.shinsegaetvshopping.com/goods/024/20058024_s_20240801093621.jpg,https://www.shinsegaetvshopping.com/display/detail/20058024,뷰티
2026-01-04,21:25~22:26,IPTV,61,73,무형서비스,여행/예약서비스,여행(상담),해외(동아시아),해외(동아시아),,[여행의신세계]교원투어 홍콩 마카오 4일 아시아나항공 3대특식 699천원부터,0,0,,20070406,https://img.shinsegaetvshopping.com/goods/406/20070406_l_20251222105451.jpg,https://www.shinsegaetvshopping.com/display/detail/20070406,여행
2026-01-04,21:25~22:26,CATV,61,32,패션,레포츠의류,스포츠의류,하의,팬츠,엘르스포츠,25FW] 엘르스포츠 남성 보아퍼 방풍팬츠 3종세트,89900,89900,카드 5%,20069088,https://img.shinsegaetvshopping.com/goods/088/20069088_l_20251022151312.jpg,https://www.shinsegaetvshopping.com/display/detail/20069088,레포츠
2026-01-04,22:26~23:26,전체,60,89,패션,여성의류,아우터,가디건,라운드,블루핏,"[론칭가69,000원→2만원↓] 블루핏 알파카 혼방 배색 가디건",49000,49000,,20066554,https://img.shinsegaetvshopping.com/goods/554/20066554_l_20250806134217.jpg,https://www.shinsegaetvshopping.com/display/detail/20066554,PB
2026-01-04,23:26~00:27,전체,61,66,뷰티,색조화장품,포인트메이크업,마스카라,마스카라,닥터3,[단독! 본품최다!] 닥터3 블랙 펩타이드 세럼카라 6ml X 5개,59900,59900,카드 5%,20068310,https://img.shinsegaetvshopping.com/goods/310/20068310_s_20250912164657.png,https://www.shinsegaetvshopping.com/display/detail/20068310,뷰티
2026-01-05,00:27~00:37,전체,10,5,가공식품,빵류/떡류,빵류,기타 빵류,완두앙금빵,보리담은,"보리담은 아이스 찰보리빵 총100개, 오리지널 60개 + 쑥아이스 20개 + 유자아이스20개(개당28g)",39900,39900,,20066544,https://img.shinsegaetvshopping.com/goods/544/20066544_s_20250604102346.jpg,https://www.shinsegaetvshopping.com/display/detail/20066544,일반식품
2026-01-05,00:37~02:38,전체,121,60,가공식품,건강식품,기타 건강식품,기타 건강식품,기타 건강식품,닥터루템,[방송중+3박스] 닥터루템 이시형 박사의 알부민 플래티넘 3박스+3박스 / 총 6박스 180병,369000,369000,카드 5%,20070121,https://img.shinsegaetvshopping.com/goods/121/20070121_s_20251125133026.png,https://www.shinsegaetvshopping.com/display/detail/20070121,건강식품
2026-01-05,02:38~03:39,전체,61,1,패션,여성의류,아우터,코트,롱코트,엘라코닉,"[런칭가299,000원→10만원 인하] 엘라코닉  캐시미어울 핸드메이드 롱 코트",199000,199000,카드 5%,20067523,https://img.shinsegaetvshopping.com/goods/523/20067523_l_20251123074811.jpg,https://www.shinsegaetvshopping.com/display/detail/20067523,PB
2026-01-05,03:39~03:59,전체,20,1,가구/인테리어,침구단품,베개/베개커버/베개솜,베개,메모리폼,가누다,(방송에서만) 가누다 블루라벨 피아노 베개 세트 (베개2개+머리냅+추가 애쉬네이비 겉커버 2장),288000,288000,,20068032,https://img.shinsegaetvshopping.com/goods/032/20068032_s_20230310133622.jpg,https://www.shinsegaetvshopping.com/display/detail/20068032,침구
2026-01-05,03:59~04:19,전체,20,1,가공식품,건강식품,천연건강식품,자연식품,기타 자연식품,미녀의석류콜라겐,미녀의 석류 콜라겐 200포 (25g x 25포 x 8Box)(직2),241000,241000,,20062613,https://img.shinsegaetvshopping.com/goods/613/20062613_l_20240221143952.jpg,https://www.shinsegaetvshopping.com/display/detail/20062613,건강식품
2026-01-05,04:19~04:30,전체,11,1,가공식품,조미료,장류,낫토,식사용낫토,참좋은콩,맑은물에 김석원 낫또 45.5g x 34개,32900,32900,,10193559,https://img.shinsegaetvshopping.com/goods/559/10193559_s_20200429132104.jpg,https://www.shinsegaetvshopping.com/display/detail/10193559,일반식품
2026-01-05,04:30~05:30,전체,60,1,패션잡화,언더웨어,여성,내복,세트,여유,여유(yeoyoo) 모달 웜기모 동내의 2세트(여성),39900,39900,,20068821,https://img.shinsegaetvshopping.com/goods/821/20068821_s_20251219091312.jpg,https://www.shinsegaetvshopping.com/display/detail/20068821,PB
2026-01-05,05:30~06:30,전체,60,36,가공식품,건강식품,천연건강식품,자연식품,기타 자연식품,홀베리,(방송에서만 반값세일!)[까주스/8박스]홀베리 아침엔 클렌즈 유기농 CCA주스 8박스 (총 112포),99500,99500,카드 5%,20063845,https://img.shinsegaetvshopping.com/goods/845/20063845_s_20250626153133.jpg,https://www.shinsegaetvshopping.com/display/detail/20063845,건강식품
2026-01-05,06:30~07:31,전체,61,67,가공식품,건강식품,기타 건강식품,기타 건강식품,기타 건강식품,올리브올라이브,(방송에서만)[8+7박스]올리브 올라이브 유기농 엑스트라버진 올리브오일(스페인 아르베키나 품종)(1),198000,198000,카드 5%,20068841,https://img.shinsegaetvshopping.com/goods/841/20068841_s_20251004001729.jpg,https://www.shinsegaetvshopping.com/display/detail/20068841,건강식품
